Complaint_ID;Shipment_ID;Complaint_DateTime;Complaint_Category;Complaint_Reason;Complaint_Channel;Resolved_Flag
CMP-0005427;SHP-2026-0217163;2026-10-13 19:42:54;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0001102;SHP-2025-0044314;2025-06-10 08:10:31;Late Delivery;Long transit time;Email;TRUE
CMP-0000003;SHP-2025-0000238;2025-01-06 00:55:58;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0005128;SHP-2026-0205268;2026-09-07 07:08:14;Failed Delivery;Customer not available;Phone;TRUE
CMP-0006345;SHP-2026-0248329;2027-01-05 22:22:07;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0004014;SHP-2026-0160355;2026-05-13 01:30:58;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0004672;SHP-2026-0187203;2026-07-24 15:02:00;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0002566;SHP-2025-0103381;2025-11-08 03:35:48;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0002367;SHP-2025-0095695;2025-11-24 08:06:29;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0004673;SHP-2026-0187211;2026-07-17 13:50:11;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0005054;SHP-2026-0202131;2026-09-19 09:35:56;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0004977;SHP-2026-0199385;2026-09-19 11:58:05;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0004360;SHP-2026-0175163;2026-06-28 20:55:55;Damaged Shipment;Packaging failure;Email;TRUE
CMP-0004849;SHP-2026-0194516;2026-09-04 09:20:49;Failed Delivery;Customer not available;Phone;TRUE
CMP-0003248;SHP-2026-0127734;2026-01-27 06:10:02;Incorrect Delivery;Tracking issue; Email ;TRUE
CMP-0006286;SHP-2026-0246362;2026-12-30 05:27:39;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0004292;SHP-2026-0172318;2026-06-15 20:48:33;Incorrect Delivery;Other;Web Form;TRUE
CMP-0005904;SHP-2026-0234728;2026-12-28 16:16:26;Failed Delivery;Courier did not reach customer;Phone;FALSE
CMP-0004066;SHP-2026-0162352;2026-05-20 12:01:53;Late Delivery;Long transit time;Email;FALSE
CMP-0005446;SHP-2026-0217813;2026-10-28 09:32:00;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0000633;SHP-2025-0025200;2025-04-10 17:41:13;Damaged Shipment;Contents damaged;Email;TRUE
CMP-0005500;SHP-2026-0220037;2026-11-03 17:38:20;Lost Shipment;Declared lost;Phone;TRUE
CMP-0001890;SHP-2025-0075493;2025-09-17 15:04:36;Late Delivery;Long transit time;Email;TRUE
CMP-0004707;SHP-2026-0188467;2026-08-22 21:53:43;Damaged Shipment;Package damaged;Web Form;TRUE
CMP-0000522;SHP-2025-0020545;2025-03-20 15:09:26;Failed Delivery;Customer not available;Phone;TRUE
CMP-0000795;SHP-2025-0031769;2025-04-09 20:32:34;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0001130;SHP-2025-0045908;2025-06-13 07:19:41;Failed Delivery;Customer not available;Email;TRUE
CMP-0000356;SHP-2025-0014360;2025-02-20 05:43:13;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0004861;SHP-2026-0194857;2026-08-13 14:30:22;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0000093;SHP-2025-0003719;2025-01-31 18:39:39;Late Delivery;Long transit time;Email;TRUE
CMP-0001501;SHP-2025-0060353;2025-08-04 23:47:28;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0005267;SHP-2026-0211312;2026-10-22 01:06:53;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0004781;SHP-2026-0191680;2026-08-30 18:16:49;Failed Delivery;Delivery unsuccessful;Email;TRUE
CMP-0000566;SHP-2025-0022330;2025-03-14 11:21:54;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0001105;SHP-2025-0044634;2025-06-18 07:58:43;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0000658;SHP-2025-0025893;2025-05-05 13:51:49;Late Delivery;Long transit time;Email;TRUE
CMP-0000110;SHP-2025-0004558;2025-01-15 08:57:02;Failed Delivery;Customer not available;Email;TRUE
CMP-0001872;SHP-2025-0074745;2025-09-09 18:15:17;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0005345;SHP-2026-0214006;2026-10-26 16:09:39;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0004671;SHP-2026-0187169;2026-07-21 23:31:43;Incorrect Delivery;Other;Web Form;TRUE
CMP-0006302;SHP-2026-0246766;2026-12-06 12:02:07;Failed Delivery;Courier did not reach customer;Phone;FALSE
CMP-0003804;SHP-2026-0150620;2026-04-30 09:30:44;Lost Shipment;No tracking progress;Email;TRUE
CMP-0004573;SHP-2026-0182924;2026-07-23 02:14:36;Late Delivery;Long transit time;Phone;TRUE
CMP-0002813;SHP-2025-0111669;2025-12-15 05:54:49;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0000921;SHP-2025-0036414;2025-06-03 01:28:11;Other;Other;Web Form;TRUE
CMP-0000923;SHP-2025-0036522;2025-05-18 20:20:38;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0003563;SHP-2026-0140543;2026-03-11 18:47:10;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0004702;SHP-2026-0188280;2026-08-18 19:15:46;Late Delivery;Long transit time;Email;TRUE
CMP-0001860;SHP-2025-0074330;2025-09-18 10:03:28;Late Delivery;Long transit time;Web Form;TRUE
CMP-0001138;SHP-2025-0046221;2025-06-11 15:38:56;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000679;SHP-2025-0027162;2025-04-10 09:45:46;Failed Delivery;Repeated delivery attempt;Chat;TRUE
CMP-0002995;SHP-2025-0117842;2025-12-28 13:31:30;Failed Delivery;Customer not available;Email;TRUE
CMP-0003137;SHP-2026-0122790;2026-01-18 00:30:45;Other;Wrong delivery instructions;Email;TRUE
CMP-0001305;SHP-2025-0052347;2025-06-22 15:47:49;Failed Delivery;Delivery unsuccessful;Email;TRUE
CMP-0001441;SHP-2025-0057990;2025-07-18 22:47:01;Late Delivery;Long transit time;Phone;TRUE
CMP-0003054;SHP-2025-0119891;2025-12-29 15:52:21;Other;Other;Phone;TRUE
CMP-0005647;SHP-2026-0225481;2026-12-06 22:07:36;Failed Delivery;Delivery unsuccessful;Phone;TRUE
CMP-0000276;SHP-2025-0011298;2025-02-10 17:23:18;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0005523;SHP-2026-0220803;2026-11-04 14:01:58;Other;Wrong delivery instructions;Email;TRUE
CMP-0004402;SHP-2026-0176617;2026-07-04 23:55:08;Late Delivery;Long transit time;Email;TRUE
CMP-0004433;SHP-2026-0177946;2026-06-29 17:52:16;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0001104;SHP-2025-0044591;2025-06-27 17:51:14;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003866;SHP-2026-0153096;2026-04-20 17:52:27;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0004339;SHP-2026-0174385;2026-06-30 02:26:58;Damaged Shipment;Packaging failure;Email;TRUE
CMP-0002645;SHP-2025-0106491;2025-11-17 09:18:46;Failed Delivery;Customer not available;Email;TRUE
CMP-0004144;SHP-2026-0165688;2026-05-09 18:32:18;Damaged Shipment;Contents damaged;Chat;TRUE
CMP-0002679;SHP-2025-0107766;2026-01-05 13:32:38;Late Delivery;Long transit time;Email;TRUE
CMP-0002918;SHP-2025-0114901;2025-12-06 18:55:01;Late Delivery;Long transit time;Web Form;TRUE
CMP-0001651;SHP-2025-0066554;2025-08-30 09:39:58;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0006135;SHP-2026-0241475;2026-12-18 11:59:56;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0002193;SHP-2025-0088278;2025-10-20 21:50:16;Other;Other;Email;TRUE
CMP-0005465;SHP-2026-0218992;2026-10-16 08:06:49;Late Delivery;Long transit time;Phone;TRUE
CMP-0000416;SHP-2025-0016482;2025-03-11 18:45:14;Late Delivery;Long transit time;Chat;TRUE
CMP-0005290;SHP-2026-0212110;2026-11-02 05:35:36;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0004340;SHP-2026-0174410;2026-06-26 18:05:47;Other;Other;Web Form;TRUE
CMP-0002763;SHP-2025-0110365;2025-12-23 16:38:18;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0002029;SHP-2025-0081739;2025-09-19 04:12:49;Incorrect Delivery;Tracking issue;Chat;TRUE
CMP-0000063;SHP-2025-0002680;2025-01-15 02:46:59;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0005251;SHP-2026-0210423;2026-10-17 23:52:45;Late Delivery;Long transit time;Email;TRUE
CMP-0003245;SHP-2026-0127617;2026-02-04 12:52:31;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0001477;SHP-2025-0059553;2025-08-03 13:07:32;Damaged Shipment;Contents damaged;Email;TRUE
CMP-0005246;SHP-2026-0210191;2026-10-09 00:14:30;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0004025;SHP-2026-0160693;2026-06-06 00:01:37;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0003114;SHP-2025-0121504;2025-12-08 21:15:11;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0002640;SHP-2025-0106143;2025-11-21 01:40:11;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0004352;SHP-2026-0174771;2026-07-05 09:24:16;Late Delivery;Long transit time;Web Form;TRUE
CMP-0005147;SHP-2026-0206751;2026-09-22 00:28:33;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0000256;SHP-2025-0010658;2025-02-24 10:03:45;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0002806;SHP-2025-0111532;2025-12-27 00:05:40;late delivery;Delivered after promised date;Web Form;TRUE
CMP-0003583;SHP-2026-0141735;2026-03-25 09:37:32;Lost Shipment;Shipment not delivered;Phone;TRUE
CMP-0005186;SHP-2026-0208135;2026-09-15 20:42:53;Late Delivery;Long transit time;Phone;TRUE
CMP-0003791;SHP-2026-0149696;2026-04-08 22:05:20;Incorrect Delivery;Tracking issue;Phone;FALSE
CMP-0000862;SHP-2025-0034068;2025-04-06 11:38:00;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0005531;SHP-2026-0221188;2026-11-10 03:38:03;late delivery;Delivered after promised date;Email;TRUE
CMP-0002484;SHP-2025-0100662;2025-11-11 14:14:31;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0003106;SHP-2025-0121226;2026-01-07 08:47:21;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003246;SHP-2026-0127655;2026-01-21 11:36:26;Failed Delivery;Customer not available;Phone;TRUE
CMP-0002420;SHP-2025-0098250;2025-12-05 20:52:13;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0002653;SHP-2025-0106858;2025-12-12 20:08:31;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0004787;SHP-2026-0191722;2026-08-20 12:36:48;Late Delivery;Long transit time;Web Form;TRUE
CMP-0005696;SHP-2026-0227397;2026-12-02 15:26:12;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0002939;SHP-2025-0115653;2026-01-03 00:56:33;Other;Tracking issue;Web Form;TRUE
CMP-0000115;SHP-2025-0004688;2025-01-30 18:13:08;Lost Shipment;Declared lost;Email;TRUE
CMP-0006358;SHP-2026-0248909;2026-12-19 02:04:59;Other;Other;Email;TRUE
CMP-0000895;SHP-2025-0035615;2025-05-14 15:02:00;Other;Wrong delivery instructions;Web Form;FALSE
CMP-0005370;SHP-2026-0214941;2026-10-16 01:59:10;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0000669;SHP-2025-0026794;2025-04-27 07:52:17;Late Delivery;Delivery date repeatedly changed;Phone;FALSE
CMP-0000488;SHP-2025-0019055;2025-03-30 05:51:22;Incorrect Delivery;Other;Email;TRUE
CMP-0005752;SHP-2026-0229404;2026-12-04 21:49:09;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0005504;SHP-2026-0220261;2026-10-29 14:22:17;Incorrect Delivery;;Phone;TRUE
CMP-0004772;SHP-2026-0191411;2026-08-12 08:43:19;Late Delivery;Delivery date repeatedly changed;Email;FALSE
CMP-0002848;SHP-2025-0112737;2025-12-31 02:05:25;Other;Wrong delivery instructions;Email;TRUE
CMP-0002262;SHP-2025-0091128;2025-10-22 18:38:25;Failed Delivery;Returned to sender;Email;TRUE
CMP-0002025;SHP-2025-0081575;2025-09-14 18:00:56;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0002515;SHP-2025-0101555;2025-12-02 22:42:28;Failed Delivery;Returned to sender;Phone;TRUE
CMP-0001292;SHP-2025-0051948;2025-07-05 16:26:53;Other;Wrong delivery instructions;Phone;TRUE
CMP-0002654;SHP-2025-0106874;2025-12-24 08:08:07;Late Delivery;Long transit time;Email;TRUE
CMP-0005746;SHP-2026-0229192;2026-12-07 04:29:33;Late Delivery;Long transit time;Chat;TRUE
CMP-0003711;SHP-2026-0147155;2026-03-22 12:49:42;Late Delivery;Long transit time;Phone;TRUE
CMP-0005566;SHP-2026-0222323;2026-11-05 20:30:13;Other;Tracking issue;Web Form;TRUE
CMP-0000492;SHP-2025-0019412;2025-03-23 22:00:05;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0001661;SHP-2025-0067015;2025-08-26 09:04:47;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0004501;SHP-2026-0180091;2026-07-23 16:54:19;Incorrect Delivery;Other;Email;TRUE
CMP-0005653;SHP-2026-0225655;2026-12-04 17:59:36;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0000646;SHP-2025-0025558;2025-04-20 23:14:15;Other;Tracking issue;Email;TRUE
CMP-0004624;SHP-2026-0185223;2026-07-26 13:28:54;Incorrect Delivery;Other;Phone;TRUE
CMP-0000994;SHP-2025-0039923;2025-05-28 02:19:53;Other;Wrong delivery instructions;Email;TRUE
CMP-0002394;SHP-2025-0096825;2025-11-22 09:34:23;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0005837;SHP-2026-0232127;2026-11-21 04:16:04;Failed Delivery;Returned to sender;Email;TRUE
CMP-0002702;SHP-2025-0108417;2025-12-10 14:41:31;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0006037;SHP-2026-0238898;2026-12-27 17:00:43;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0001000;SHP-2025-0040270;2025-05-22 02:23:09;Failed Delivery;Courier did not reach customer;Chat;TRUE
CMP-0003769;SHP-2026-0149059;2026-04-12 06:09:33;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0002475;SHP-2025-0100254;2025-11-11 15:36:56;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001656;SHP-2025-0066700;2025-09-01 03:46:05;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0001831;SHP-2025-0072896;2025-09-24 11:19:09;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0000162;SHP-2025-0006575;2025-02-02 04:47:33;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0002669;SHP-2025-0107491;2025-12-07 11:06:59;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0004655;SHP-2026-0186162;2026-07-30 14:31:19;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0002166;SHP-2025-0086661;2025-10-24 12:22:28;Incorrect Delivery;Other;Phone;TRUE
CMP-0003322;SHP-2026-0131035;2026-03-04 17:37:55;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0001606;SHP-2025-0065002;2025-08-17 23:44:13;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0002014;SHP-2025-0081153;2025-09-08 14:10:57;Damaged Shipment;Package damaged;Chat;TRUE
CMP-0002288;SHP-2025-0092404;2025-10-20 08:52:08;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0000651;SHP-2025-0025683;2025-04-05 15:56:04;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0004374;SHP-2026-0175436;2026-06-22 01:20:09;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0000830;SHP-2025-0032908;2025-04-26 15:32:59;Failed Delivery;Courier did not reach customer;Chat;TRUE
CMP-0000991;SHP-2025-0039852;2025-06-04 16:06:00;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0000714;SHP-2025-0028657;2025-04-12 02:32:02;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0003882;SHP-2026-0153890;2026-04-13 07:33:24;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0000527;SHP-2025-0020682;2025-03-24 03:07:10;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0004876;SHP-2026-0195424;2026-09-01 21:02:32;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0005417;SHP-2026-0216671;2026-10-30 04:39:32;Late Delivery;Long transit time;Email;TRUE
CMP-0002154;SHP-2025-0086246;2025-10-09 08:42:45;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0004934;SHP-2026-0197648;2026-08-17 05:58:38;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0005793;SHP-2026-0230687;2026-12-02 22:58:41;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000844;SHP-2025-0033232;2025-04-29 21:31:14;Other;Wrong delivery instructions;Email;TRUE
CMP-0005992;SHP-2026-0237546;2027-01-02 16:21:44;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0004776;SHP-2026-0191459;2026-08-15 08:56:36;Late Delivery;Delivery date repeatedly changed;Phone;FALSE
CMP-0001182;SHP-2025-0047551;2025-06-19 19:03:42;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0004956;SHP-2026-0198425;2026-09-10 19:08:10;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0001722;SHP-2025-0069127;2025-08-23 12:36:50;Late Delivery;Long transit time;Email;TRUE
CMP-0003886;SHP-2026-0154120;2026-04-16 22:14:46;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0005173;SHP-2026-0207562;2026-09-21 12:18:08;Late Delivery;Long transit time;Web Form;TRUE
CMP-0003109;SHP-2025-0121327;2025-12-30 19:01:47;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0006260;SHP-2026-0245352;2026-12-26 17:21:13;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0003098;SHP-2025-0121086;2026-01-01 08:53:51;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0005068;SHP-2026-0202678;2026-09-26 16:14:24;Late Delivery;Long transit time;Email;TRUE
CMP-0004837;SHP-2026-0193871;2026-08-26 17:13:01;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0001900;SHP-2025-0076036;2025-09-18 05:23:45;Late Delivery;Long transit time;Web Form;TRUE
CMP-0001223;SHP-2025-0049183;2025-06-10 16:56:57;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0005494;SHP-2026-0219864;2026-10-29 23:42:41;Damaged Shipment;Contents damaged;Web Form;TRUE
CMP-0000987;SHP-2025-0039660;2025-05-16 07:14:49;Late Delivery;Long transit time;Email;TRUE
CMP-0002312;SHP-2025-0093419;2025-10-10 15:28:29;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0001206;SHP-2025-0048481;2025-07-04 22:18:42;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0003553;SHP-2026-0140189;2026-03-08 12:33:51;Incorrect Delivery;Tracking issue;Web Form;FALSE
CMP-0003677;SHP-2026-0145767;2026-03-19 00:25:01;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0002127;SHP-2025-0085463;2025-10-31 20:01:12;Failed Delivery;Customer not available;Chat;TRUE
CMP-0000884;SHP-2025-0035069;2025-05-14 18:18:22;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0004731;SHP-2026-0189796;2026-08-19 07:17:39;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0004559;SHP-2026-0182429;2026-07-04 07:18:46;Incorrect Delivery;Other;Email;TRUE
CMP-0002644;SHP-2025-0106432;2025-11-24 23:20:38;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0005461;SHP-2026-0218891;2026-10-25 17:52:33;Late Delivery;Long transit time;Email;TRUE
CMP-0004549;SHP-2026-0182078;2026-07-16 17:36:57;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0003147;SHP-2026-0123316;2026-01-31 10:16:10;Other;Wrong delivery instructions;Phone;TRUE
CMP-0003017;SHP-2025-0118468;2025-12-26 14:10:37;Late Delivery;Long transit time;Email;TRUE
CMP-0000873;SHP-2025-0034596;2025-05-23 09:33:12;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0001985;SHP-2025-0080400;2025-09-17 11:00:45;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0004985;SHP-2026-0199594;2026-09-08 02:55:57;Incorrect Delivery;Other;Phone;TRUE
CMP-0003331;SHP-2026-0131412;2026-02-26 06:09:50;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0000274;SHP-2025-0011136;2025-02-22 17:38:54;Late Delivery;Long transit time;Email;TRUE
CMP-0000674;SHP-2025-0026973;2025-04-08 20:45:11;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0004232;SHP-2026-0169384;2026-06-20 00:15:13;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0001359;SHP-2025-0054769;2025-08-03 06:14:57;Lost Shipment;Shipment not delivered;Chat;TRUE
CMP-0002864;SHP-2025-0113226;2025-12-25 22:07:23;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0003284;SHP-2026-0129382;2026-02-01 22:54:13;Other;Other;Phone;TRUE
CMP-0001100;SHP-2025-0044270;2025-06-15 04:10:50;Other;Wrong delivery instructions;Email;TRUE
CMP-0001639;SHP-2025-0066148;2025-08-15 17:06:32;Other;Other;Phone;TRUE
CMP-0005755;SHP-2026-0229488;2026-12-02 18:27:41;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0003654;SHP-2026-0144914;2026-03-17 23:46:51;Late Delivery;Long transit time;Web Form;TRUE
CMP-0005129;SHP-2026-0205273;2026-09-06 05:14:08;Other;Other;Phone;TRUE
CMP-0002308;SHP-2025-0093308;2025-10-23 21:33:30;Late Delivery;Long transit time;Web Form;TRUE
CMP-0000960;SHP-2025-0038355;2025-05-15 15:20:39;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0000090;SHP-2025-0003501;2025-01-09 01:45:34;Other;Other;Email;TRUE
CMP-0001550;SHP-2025-0062276;2025-07-09 20:03:36;Lost Shipment;Shipment not delivered;Email;TRUE
CMP-0000760;SHP-2025-0029809;2025-04-24 20:03:37;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0002427;SHP-2025-0098549;2025-11-25 07:28:57;Lost Shipment;No tracking progress;Web Form;TRUE
CMP-0001611;SHP-2025-0065155;2025-08-16 22:29:29;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001943;SHP-2025-0077869;2025-09-22 09:33:48;Other;Wrong delivery instructions;Phone;TRUE
CMP-0000265;SHP-2025-0010948;2025-02-26 06:10:19;Failed Delivery;Customer not available;Email;TRUE
CMP-0000575;SHP-2025-0022724;2025-03-16 03:24:11;Late Delivery;Long transit time;Email;TRUE
CMP-0001586;SHP-2025-0064123;2025-08-30 23:49:08;Other;Tracking issue;Chat;TRUE
CMP-0003707;SHP-2026-0146970;2026-03-11 21:55:29;Late Delivery;Long transit time;Web Form;TRUE
